Carrer / Calle;OBJECTID;Número Finca;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
JACOMART;74895;34;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37796185431865764, 39.496441151433935], ""type"": ""Point""}";39.496441151433935, -0.37796185431865764
PIANISTA AMPARO ITURBI;74898;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3828032417209375, 39.45497775809949], ""type"": ""Point""}";39.45497775809949, -0.3828032417209375
FRAY PEDRO VIVES;74906;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3734737476913833, 39.4865911979196], ""type"": ""Point""}";39.4865911979196, -0.3734737476913833
PEDRO CABANES;74908;81;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37906446095296814, 39.494061956928974], ""type"": ""Point""}";39.494061956928974, -0.37906446095296814
CALVO ACACIO;74910;27;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38954289104567, 39.4526825577577], ""type"": ""Point""}";39.4526825577577, -0.38954289104567
CARTAGENA;74912;4ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39364613778097796, 39.470902495480665], ""type"": ""Point""}";39.470902495480665, -0.39364613778097796
TRES FORQUES;74913;64ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3952208574030465, 39.46409875122383], ""type"": ""Point""}";39.46409875122383, -0.3952208574030465
APARICIO ALBI ANA;74915;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39721847460382353, 39.484276447583206], ""type"": ""Point""}";39.484276447583206, -0.39721847460382353
SANTO DOMINGO SAVIO;74917;42ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3749337458401921, 39.494800910444546], ""type"": ""Point""}";39.494800910444546, -0.3749337458401921
PEDRO CABANES;74920;73;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.377929088937737, 39.49430791038595], ""type"": ""Point""}";39.49430791038595, -0.377929088937737
TRES CRUCES;74923;111;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4012601110203489, 39.456976590037556], ""type"": ""Point""}";39.456976590037556, -0.4012601110203489
ERNESTO ANASTASIO;74924;102ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3335559113578648, 39.46781235785725], ""type"": ""Point""}";39.46781235785725, -0.3335559113578648
MARQUES DEL TURIA;74925;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3712244689069488, 39.46594001332198], ""type"": ""Point""}";39.46594001332198, -0.3712244689069488
MARQUES DEL TURIA;74926;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3720630575659738, 39.46568898562654], ""type"": ""Point""}";39.46568898562654, -0.3720630575659738
ALCAyIZ;74932;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3780940988972739, 39.49300057855042], ""type"": ""Point""}";39.49300057855042, -0.3780940988972739
ROJAS CLEMENTE;74934;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38512575959088363, 39.473302816453824], ""type"": ""Point""}";39.473302816453824, -0.38512575959088363
CAMPANAR;74938;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3910551497142253, 39.4856979618994], ""type"": ""Point""}";39.4856979618994, -0.3910551497142253
JUAN LLORENS;74941;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39013026836244646, 39.47176950610717], ""type"": ""Point""}";39.47176950610717, -0.39013026836244646
ALBERIQUE;74946;25;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3886116644460188, 39.467267045937945], ""type"": ""Point""}";39.467267045937945, -0.3886116644460188
PERIS CELDA;74948;6ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39495627592383054, 39.49890126491177], ""type"": ""Point""}";39.49890126491177, -0.39495627592383054
CAMPAMENTO;74955;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.42111065887772664, 39.50221139622373], ""type"": ""Point""}";39.50221139622373, -0.42111065887772664
PERIODISTA GIL SUMBIELA;74956;15ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38499049879065506, 39.49178489942894], ""type"": ""Point""}";39.49178489942894, -0.38499049879065506
PERIODISTA GIL SUMBIELA;74957;62;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3895831546783119, 39.492841027618525], ""type"": ""Point""}";39.492841027618525, -0.3895831546783119
PEDRO ALEIXANDRE;74958;38;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36206634804777243, 39.4599676728887], ""type"": ""Point""}";39.4599676728887, -0.36206634804777243
DIPUTADA CLARA CAMPOAMOR;74959;13ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36650968215018076, 39.48995464870374], ""type"": ""Point""}";39.48995464870374, -0.36650968215018076
PRIMERO DE MAYO;74961;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38656418282104715, 39.448789258242996], ""type"": ""Point""}";39.448789258242996, -0.38656418282104715
SAN JACINTO;74968;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3896446869123719, 39.47549915750722], ""type"": ""Point""}";39.47549915750722, -0.3896446869123719
CASTIELFABIB;74969;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3962968183787483, 39.47929936843705], ""type"": ""Point""}";39.47929936843705, -0.3962968183787483
JUAN VERDEGUER;74971;42;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33502566136258577, 39.45883336043776], ""type"": ""Point""}";39.45883336043776, -0.33502566136258577
JOSE BENLLIURE;74993;33;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3309891567802756, 39.46423849570598], ""type"": ""Point""}";39.46423849570598, -0.3309891567802756
SAN JACINTO;74996;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39152479447667443, 39.47508982613051], ""type"": ""Point""}";39.47508982613051, -0.39152479447667443
BARRACA;75005;44ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32964771463227927, 39.465394869180685], ""type"": ""Point""}";39.465394869180685, -0.32964771463227927
BARRACA;75006;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3299419215555939, 39.46387115255054], ""type"": ""Point""}";39.46387115255054, -0.3299419215555939
VICENTE SANCHO TELLO;75013;30ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35580844897277186, 39.469372232204684], ""type"": ""Point""}";39.469372232204684, -0.35580844897277186
PUERTO;75014;276;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33798902290865573, 39.46146452757552], ""type"": ""Point""}";39.46146452757552, -0.33798902290865573
CIRILO AMOROS;75017;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37317264501376207, 39.46656089825575], ""type"": ""Point""}";39.46656089825575, -0.37317264501376207
BURJASOT;75020;202;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3942798898190313, 39.493278387307356], ""type"": ""Point""}";39.493278387307356, -0.3942798898190313
BURJASOT;75021;188;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3934434197715403, 39.49247472588583], ""type"": ""Point""}";39.49247472588583, -0.3934434197715403
BURJASOT;75022;166;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3925376829662586, 39.49160170402246], ""type"": ""Point""}";39.49160170402246, -0.3925376829662586
VALENCIA CLUB DE FUTBOL;75025;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35987956484671096, 39.474751915007865], ""type"": ""Point""}";39.474751915007865, -0.35987956484671096
SAN VICENTE MARTIR;75029;85;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3804625284266032, 39.46717312933377], ""type"": ""Point""}";39.46717312933377, -0.3804625284266032
PLATA;75033;81ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3625235646532477, 39.45713578499474], ""type"": ""Point""}";39.45713578499474, -0.3625235646532477
ALFONSO EL MAGNANIMO;75034;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37049075523807734, 39.472723897796975], ""type"": ""Point""}";39.472723897796975, -0.37049075523807734
JESUS;75037;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38855843599987305, 39.460234959620095], ""type"": ""Point""}";39.460234959620095, -0.38855843599987305
MICER RABASA;75040;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38755105803583084, 39.45666997660238], ""type"": ""Point""}";39.45666997660238, -0.38755105803583084
SERPIS;75045;36;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34619295291606, 39.47525521669252], ""type"": ""Point""}";39.47525521669252, -0.34619295291606
TOMAS DE VILLARROYA;75052;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3878682819340742, 39.447836988817144], ""type"": ""Point""}";39.447836988817144, -0.3878682819340742
PARQUE NAZARET;75054;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33296685121161107, 39.44881911391018], ""type"": ""Point""}";39.44881911391018, -0.33296685121161107
CONDE DE SALVATIERRA;75055;33;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36741764574999614, 39.4686681045699], ""type"": ""Point""}";39.4686681045699, -0.36741764574999614
CONDE DE SALVATIERRA;75056;31ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36748101928933924, 39.46875892535652], ""type"": ""Point""}";39.46875892535652, -0.36748101928933924
PRIMERO DE MAYO;75061;52;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3918035560329687, 39.44978350968291], ""type"": ""Point""}";39.44978350968291, -0.3918035560329687
MONESTIR DE POBLET;75064;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39479023069181507, 39.48491623275037], ""type"": ""Point""}";39.48491623275037, -0.39479023069181507
PRIMERO DE MAYO;75067;40;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39030035035687477, 39.44949800639445], ""type"": ""Point""}";39.44949800639445, -0.39030035035687477
EOLO;75068;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35741879193407644, 39.47126059673578], ""type"": ""Point""}";39.47126059673578, -0.35741879193407644
TETUAN;75071;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36987356102844504, 39.47479578840693], ""type"": ""Point""}";39.47479578840693, -0.36987356102844504
SAN VICENTE MARTIR;75072;81;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38027158398226474, 39.46741636913629], ""type"": ""Point""}";39.46741636913629, -0.38027158398226474
LORENZO SALOM;75073;29;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3860902785644469, 39.456773291388046], ""type"": ""Point""}";39.456773291388046, -0.3860902785644469
SAN VICENTE MARTIR;75077;219;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38387282501878106, 39.45578330037791], ""type"": ""Point""}";39.45578330037791, -0.38387282501878106
JOAQUIN NAVARRO;75078;26;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3870044678717578, 39.4529124837388], ""type"": ""Point""}";39.4529124837388, -0.3870044678717578
JOAQUIN NAVARRO;75079;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3854074503230076, 39.45271080583971], ""type"": ""Point""}";39.45271080583971, -0.3854074503230076
DOCTOR ZAMENHOF;75086;52;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39467267523327093, 39.474641525701585], ""type"": ""Point""}";39.474641525701585, -0.39467267523327093
CID;75088;94;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40162563943474583, 39.4693951347733], ""type"": ""Point""}";39.4693951347733, -0.40162563943474583
FRANCISCO MORENO USEDO;75089;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3971036826102245, 39.47167162311786], ""type"": ""Point""}";39.47167162311786, -0.3971036826102245
ISLA FORMENTERA;75093;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3794917638616646, 39.447138407259], ""type"": ""Point""}";39.447138407259, -0.3794917638616646
JUST RAMIREZ (ARQUITECTE);75095;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3756266656998715, 39.49011429209444], ""type"": ""Point""}";39.49011429209444, -0.3756266656998715
CONVENTO DE JESUS;75096;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39165427093227645, 39.4615545286359], ""type"": ""Point""}";39.4615545286359, -0.39165427093227645
CATALU;75097;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3557106136093185, 39.47692350405123], ""type"": ""Point""}";39.47692350405123, -0.3557106136093185
PUERTO;75103;273;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33475462514591364, 39.46066680416482], ""type"": ""Point""}";39.46066680416482, -0.33475462514591364
MOLINA DEL PALAU;75104;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3706572435385802, 39.45452340774296], ""type"": ""Point""}";39.45452340774296, -0.3706572435385802
CRONISTA RIVELLES;75105;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3737516448792948, 39.480837510311034], ""type"": ""Point""}";39.480837510311034, -0.3737516448792948
ALCALDE GISBERT RICO;75110;31ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3608233684200972, 39.455157388419735], ""type"": ""Point""}";39.455157388419735, -0.3608233684200972
CIRILO AMOROS;75111;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3741759964194668, 39.46613687179544], ""type"": ""Point""}";39.46613687179544, -0.3741759964194668
JESUS;75113;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3851919808531706, 39.46423344247294], ""type"": ""Point""}";39.46423344247294, -0.3851919808531706
ENRIQUE NAVARRO;75114;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36019713649790325, 39.48542424327551], ""type"": ""Point""}";39.48542424327551, -0.36019713649790325
FINLANDIA;75116;11ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35973066432222195, 39.472207644445085], ""type"": ""Point""}";39.472207644445085, -0.35973066432222195
RUAYA;75119;29;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.377160247024721, 39.48540524864889], ""type"": ""Point""}";39.48540524864889, -0.377160247024721
ARQUITECTO LUCINI;75120;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3761866094578589, 39.491144280141285], ""type"": ""Point""}";39.491144280141285, -0.3761866094578589
JUAN XXIII;75122;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3828078393046778, 39.49259519485129], ""type"": ""Point""}";39.49259519485129, -0.3828078393046778
JULIAN PEaA;75123;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3928911468227806, 39.468138491522815], ""type"": ""Point""}";39.468138491522815, -0.3928911468227806
EMILIO BARO;75125;61;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3607738750488728, 39.48809285503544], ""type"": ""Point""}";39.48809285503544, -0.3607738750488728
PUERTO;75138;37;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3560641626061636, 39.467012968532835], ""type"": ""Point""}";39.467012968532835, -0.3560641626061636
PUERTO;75139;49;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35509416201584665, 39.4667262093594], ""type"": ""Point""}";39.4667262093594, -0.35509416201584665
PUERTO;75143;148;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3488436730217641, 39.464691151490435], ""type"": ""Point""}";39.464691151490435, -0.3488436730217641
PUERTO;75149;273;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3348004986571163, 39.46069445003091], ""type"": ""Point""}";39.46069445003091, -0.3348004986571163
CONDE DE LUMIARES;75150;10ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3723905337579787, 39.4951726654797], ""type"": ""Point""}";39.4951726654797, -0.3723905337579787
PUERTO;75153;199;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.341046153969721, 39.46254979141449], ""type"": ""Point""}";39.46254979141449, -0.341046153969721
CARDENAL BENLLOCH;75154;72;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3542649678683125, 39.47124197899133], ""type"": ""Point""}";39.47124197899133, -0.3542649678683125
REGNE DE VALENCIA;75157;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3725175882052172, 39.46484171548696], ""type"": ""Point""}";39.46484171548696, -0.3725175882052172
CONDE DE SALVATIERRA;75160;15ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3683553123196259, 39.469979976945396], ""type"": ""Point""}";39.469979976945396, -0.3683553123196259
CONDE DE SALVATIERRA;75163;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.368951038235334, 39.470827328206376], ""type"": ""Point""}";39.470827328206376, -0.368951038235334
ESCULTOR JOSE CAPUZ;75164;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36190062502525805, 39.46050260073677], ""type"": ""Point""}";39.46050260073677, -0.36190062502525805
MALVARROSA;75166;125;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3278019575411035, 39.48403207562901], ""type"": ""Point""}";39.48403207562901, -0.3278019575411035
FELIPE VALLS;75167;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.41869100441027235, 39.500389837972186], ""type"": ""Point""}";39.500389837972186, -0.41869100441027235
EUGENIA VIrES;75169;60ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3254218155044014, 39.46956479891233], ""type"": ""Point""}";39.46956479891233, -0.3254218155044014
PLATA;75170;99;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3607651339859083, 39.45787418981531], ""type"": ""Point""}";39.45787418981531, -0.3607651339859083
MALILLA;75172;67;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3794844080456635, 39.44884567575775], ""type"": ""Point""}";39.44884567575775, -0.3794844080456635
PEPITA;75176;22;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3757335740376243, 39.484949462423145], ""type"": ""Point""}";39.484949462423145, -0.3757335740376243
MALVARROSA;75178;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3279792889379646, 39.47756080532481], ""type"": ""Point""}";39.47756080532481, -0.3279792889379646
BILBAO;75179;23;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37273060201109204, 39.48703583588486], ""type"": ""Point""}";39.48703583588486, -0.37273060201109204
BURJASOT;75180;134;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3905973727891961, 39.48969769597245], ""type"": ""Point""}";39.48969769597245, -0.3905973727891961
SENENT IBArEZ;75183;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40458226196017805, 39.53936530145298], ""type"": ""Point""}";39.53936530145298, -0.40458226196017805
AUSIAS MARCH;75185;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3741582163690767, 39.45508760190161], ""type"": ""Point""}";39.45508760190161, -0.3741582163690767
ALCALDE REIG;75191;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36008072540729985, 39.46119613111604], ""type"": ""Point""}";39.46119613111604, -0.36008072540729985
CAVITE;75192;160;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.326653620592785, 39.48220641460488], ""type"": ""Point""}";39.48220641460488, -0.326653620592785
SAN VICENTE DE PAUL;75196;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37003552575862264, 39.49129833663875], ""type"": ""Point""}";39.49129833663875, -0.37003552575862264
DOCTOR MANUEL CANDELA;75201;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3505280641629145, 39.46691916363691], ""type"": ""Point""}";39.46691916363691, -0.3505280641629145
DOCTOR NICASIO BENLLOCH;75204;55ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40062853880059834, 39.496421858506274], ""type"": ""Point""}";39.496421858506274, -0.40062853880059834
DOCTOR GOMEZ FERRER;75206;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3604984239691757, 39.48075528920489], ""type"": ""Point""}";39.48075528920489, -0.3604984239691757
RODRIGUEZ DE CEPEDA;75207;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3551977532303856, 39.469316056994224], ""type"": ""Point""}";39.469316056994224, -0.3551977532303856
REINA;75209;173;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32841073772346546, 39.4707806061376], ""type"": ""Point""}";39.4707806061376, -0.32841073772346546
HERNAN CORTES;75212;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3712491240383661, 39.46797760352267], ""type"": ""Point""}";39.46797760352267, -0.3712491240383661
CUENCA TRAMOYERES;75216;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3607158404743408, 39.483173521510444], ""type"": ""Point""}";39.483173521510444, -0.3607158404743408
REINA;75217;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3293760600772519, 39.46425938140902], ""type"": ""Point""}";39.46425938140902, -0.3293760600772519
BLASCO IBArEZ;75223;155;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3387204737577676, 39.47168366091749], ""type"": ""Point""}";39.47168366091749, -0.3387204737577676
COFRENTES;75224;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36617535595237866, 39.48585264292081], ""type"": ""Point""}";39.48585264292081, -0.36617535595237866
VICENTE PUCHOL;75225;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3636742025879321, 39.428861588639286], ""type"": ""Point""}";39.428861588639286, -0.3636742025879321
SANTOS JUSTO Y PASTOR;75228;101;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34293173544503486, 39.46828921719958], ""type"": ""Point""}";39.46828921719958, -0.34293173544503486
HISTORIADOR DIAGO;75229;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38496645967061177, 39.46689941871871], ""type"": ""Point""}";39.46689941871871, -0.38496645967061177
