Tipus / Tipo;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
A - Horquilla;268829;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3723998888490144, 39.46459798794607], ""type"": ""Point""}";39.46459798794607, -0.3723998888490144
A - Horquilla;268833;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3921467318820937, 39.46433534431091], ""type"": ""Point""}";39.46433534431091, -0.3921467318820937
A - Horquilla;268834;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.391970668319093, 39.46468433215949], ""type"": ""Point""}";39.46468433215949, -0.391970668319093
A - Horquilla;268837;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3693314422500121, 39.44678271940266], ""type"": ""Point""}";39.44678271940266, -0.3693314422500121
A - Horquilla;268839;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.334694526276252, 39.465637749965595], ""type"": ""Point""}";39.465637749965595, -0.334694526276252
A - Horquilla;268840;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39881161619922006, 39.488943765719924], ""type"": ""Point""}";39.488943765719924, -0.39881161619922006
A - Horquilla;268841;10;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3766094877101958, 39.47255742043381], ""type"": ""Point""}";39.47255742043381, -0.3766094877101958
A - Horquilla;268849;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38219825413460584, 39.46326579580156], ""type"": ""Point""}";39.46326579580156, -0.38219825413460584
A - Horquilla;268852;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.33009982219007356, 39.4702985586974], ""type"": ""Point""}";39.4702985586974, -0.33009982219007356
A - Horquilla;268858;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38199175471368396, 39.46398420054648], ""type"": ""Point""}";39.46398420054648, -0.38199175471368396
A - Horquilla;268861;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.381668578821798, 39.465142849311256], ""type"": ""Point""}";39.465142849311256, -0.381668578821798
A - Horquilla;268862;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3815012770956813, 39.466209731910766], ""type"": ""Point""}";39.466209731910766, -0.3815012770956813
A - Horquilla;268865;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.375022678959728, 39.45519068639605], ""type"": ""Point""}";39.45519068639605, -0.375022678959728
A - Horquilla;268867;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3770218704628576, 39.472276726987594], ""type"": ""Point""}";39.472276726987594, -0.3770218704628576
A - Horquilla;268868;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37709909150690574, 39.47240034992423], ""type"": ""Point""}";39.47240034992423, -0.37709909150690574
A - Horquilla;268869;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37710548972783786, 39.47251652762184], ""type"": ""Point""}";39.47251652762184, -0.37710548972783786
A - Horquilla;268873;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38956067834836494, 39.450469215359576], ""type"": ""Point""}";39.450469215359576, -0.38956067834836494
A - Horquilla;268875;12;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37757302874434684, 39.47296623101019], ""type"": ""Point""}";39.47296623101019, -0.37757302874434684
A - Horquilla;268878;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.378063383676439, 39.47358479469728], ""type"": ""Point""}";39.47358479469728, -0.378063383676439
A - Horquilla;268883;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3794613239379943, 39.474775452920575], ""type"": ""Point""}";39.474775452920575, -0.3794613239379943
A - Horquilla;268885;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37962491684596145, 39.47462482122186], ""type"": ""Point""}";39.47462482122186, -0.37962491684596145
A - Horquilla;268886;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3795749981970397, 39.47449644634408], ""type"": ""Point""}";39.47449644634408, -0.3795749981970397
A - Horquilla;268888;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.35138862609795873, 39.46955370015823], ""type"": ""Point""}";39.46955370015823, -0.35138862609795873
A - Horquilla;268890;22;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3798577086826763, 39.472945037661084], ""type"": ""Point""}";39.472945037661084, -0.3798577086826763
A - Horquilla;268892;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3599153217300958, 39.454691676428745], ""type"": ""Point""}";39.454691676428745, -0.3599153217300958
A - Horquilla;268893;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.35878604555384824, 39.48892410365662], ""type"": ""Point""}";39.48892410365662, -0.35878604555384824
A - Horquilla;268895;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.36419915816162673, 39.46111130798049], ""type"": ""Point""}";39.46111130798049, -0.36419915816162673
A - Horquilla;268896;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3804620261473795, 39.46436558591649], ""type"": ""Point""}";39.46436558591649, -0.3804620261473795
A - Horquilla;268900;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3706566532050009, 39.496848042523965], ""type"": ""Point""}";39.496848042523965, -0.3706566532050009
A - Horquilla;268901;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.36248804053853095, 39.48044478182134], ""type"": ""Point""}";39.48044478182134, -0.36248804053853095
A - Horquilla;268902;12;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3805132389714891, 39.47318722503487], ""type"": ""Point""}";39.47318722503487, -0.3805132389714891
A - Horquilla;268904;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4023480401235502, 39.460537451158395], ""type"": ""Point""}";39.460537451158395, -0.4023480401235502
A - Horquilla;268907;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40148045408715727, 39.45937282502571], ""type"": ""Point""}";39.45937282502571, -0.40148045408715727
A - Horquilla;268908;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40126597179381873, 39.45939356041014], ""type"": ""Point""}";39.45939356041014, -0.40126597179381873
A - Horquilla;268911;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4022060085170106, 39.46178089335102], ""type"": ""Point""}";39.46178089335102, -0.4022060085170106
A - Horquilla;268912;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40248001221026986, 39.46168492047447], ""type"": ""Point""}";39.46168492047447, -0.40248001221026986
A - Horquilla;268914;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4035013169735505, 39.46278156055525], ""type"": ""Point""}";39.46278156055525, -0.4035013169735505
A - Horquilla;268917;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37010304495500884, 39.484662646937984], ""type"": ""Point""}";39.484662646937984, -0.37010304495500884
A - Horquilla;268922;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3884900069969767, 39.45916648859841], ""type"": ""Point""}";39.45916648859841, -0.3884900069969767
A - Horquilla;268930;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3351073726072519, 39.46825094283646], ""type"": ""Point""}";39.46825094283646, -0.3351073726072519
A - Horquilla;268931;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38607367404324294, 39.46396604862578], ""type"": ""Point""}";39.46396604862578, -0.38607367404324294
A - Horquilla;268934;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40235681068212376, 39.46281018210357], ""type"": ""Point""}";39.46281018210357, -0.40235681068212376
A - Horquilla;268935;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.399323897704103, 39.463054797215044], ""type"": ""Point""}";39.463054797215044, -0.399323897704103
A - Horquilla;268937;10;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39783191195425627, 39.46368884724532], ""type"": ""Point""}";39.46368884724532, -0.39783191195425627
A - Horquilla;268939;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4047540392915412, 39.456167929117385], ""type"": ""Point""}";39.456167929117385, -0.4047540392915412
A - Horquilla;268941;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4069486788966331, 39.46009618990986], ""type"": ""Point""}";39.46009618990986, -0.4069486788966331
A - Horquilla;268943;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4116744434705778, 39.462222290965535], ""type"": ""Point""}";39.462222290965535, -0.4116744434705778
A - Horquilla;268946;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4136075857105068, 39.461492250679825], ""type"": ""Point""}";39.461492250679825, -0.4136075857105068
A - Horquilla;268947;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4133821029154515, 39.462379046462026], ""type"": ""Point""}";39.462379046462026, -0.4133821029154515
A - Horquilla;268948;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.396606318886257, 39.47985568720888], ""type"": ""Point""}";39.47985568720888, -0.396606318886257
A - Horquilla;268952;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4004629426187483, 39.46184304257905], ""type"": ""Point""}";39.46184304257905, -0.4004629426187483
A - Horquilla;268960;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37750540092810847, 39.475319090134704], ""type"": ""Point""}";39.475319090134704, -0.37750540092810847
A - Horquilla;268964;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3903693219326601, 39.44559865319982], ""type"": ""Point""}";39.44559865319982, -0.3903693219326601
A - Horquilla;268965;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38805668407435895, 39.47343323254962], ""type"": ""Point""}";39.47343323254962, -0.38805668407435895
A - Horquilla;268966;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3361417847476716, 39.468653683899745], ""type"": ""Point""}";39.468653683899745, -0.3361417847476716
A - Horquilla;268967;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3715382408703886, 39.480916290484224], ""type"": ""Point""}";39.480916290484224, -0.3715382408703886
A - Horquilla;268969;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.33603497868710946, 39.46866194694672], ""type"": ""Point""}";39.46866194694672, -0.33603497868710946
A - Horquilla;268971;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3733865646249095, 39.44796937136922], ""type"": ""Point""}";39.44796937136922, -0.3733865646249095
A - Horquilla;268974;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3738971137136056, 39.44987814749262], ""type"": ""Point""}";39.44987814749262, -0.3738971137136056
A - Horquilla;268984;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3746482784951942, 39.45096716684807], ""type"": ""Point""}";39.45096716684807, -0.3746482784951942
A - Horquilla;268986;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37290036016366124, 39.452298767770195], ""type"": ""Point""}";39.452298767770195, -0.37290036016366124
A - Horquilla;268987;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.373376737712997, 39.45299570002051], ""type"": ""Point""}";39.45299570002051, -0.373376737712997
A - Horquilla;268988;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3741401434291813, 39.45311580381889], ""type"": ""Point""}";39.45311580381889, -0.3741401434291813
A - Horquilla;268991;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.376724493956074, 39.45433479644736], ""type"": ""Point""}";39.45433479644736, -0.376724493956074
A - Horquilla;268992;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3771276962577364, 39.45448003766416], ""type"": ""Point""}";39.45448003766416, -0.3771276962577364
A - Horquilla;268993;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37657726474019476, 39.45369385617321], ""type"": ""Point""}";39.45369385617321, -0.37657726474019476
A - Horquilla;268995;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37024043766276266, 39.484582173034944], ""type"": ""Point""}";39.484582173034944, -0.37024043766276266
A - Horquilla;268996;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37604640037307613, 39.483623930223764], ""type"": ""Point""}";39.483623930223764, -0.37604640037307613
A - Horquilla;269002;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39851443477305837, 39.47384972721883], ""type"": ""Point""}";39.47384972721883, -0.39851443477305837
A - Horquilla;269003;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3284440946917094, 39.465443825090816], ""type"": ""Point""}";39.465443825090816, -0.3284440946917094
A - Horquilla;269005;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.367353011420922, 39.45632823187335], ""type"": ""Point""}";39.45632823187335, -0.367353011420922
A - Horquilla;269006;10;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37087687532463054, 39.46937968006457], ""type"": ""Point""}";39.46937968006457, -0.37087687532463054
A - Horquilla;269008;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.37015825301438493, 39.468347931133025], ""type"": ""Point""}";39.468347931133025, -0.37015825301438493
A - Horquilla;269013;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3513172653815635, 39.473341077408996], ""type"": ""Point""}";39.473341077408996, -0.3513172653815635
A - Horquilla;269014;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.41022379946523563, 39.47166191362112], ""type"": ""Point""}";39.47166191362112, -0.41022379946523563
A - Horquilla;269015;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4066068351849386, 39.472942795024636], ""type"": ""Point""}";39.472942795024636, -0.4066068351849386
A - Horquilla;269019;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4051010644213825, 39.47014121736159], ""type"": ""Point""}";39.47014121736159, -0.4051010644213825
A - Horquilla;269020;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40309150626450546, 39.47291834572274], ""type"": ""Point""}";39.47291834572274, -0.40309150626450546
A - Horquilla;269021;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4032177260161333, 39.472910652926466], ""type"": ""Point""}";39.472910652926466, -0.4032177260161333
A - Horquilla;269026;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4023041853011198, 39.47002084185279], ""type"": ""Point""}";39.47002084185279, -0.4023041853011198
A - Horquilla;269028;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4026244024714813, 39.47094547680363], ""type"": ""Point""}";39.47094547680363, -0.4026244024714813
A - Horquilla;269029;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4048387391348327, 39.469954426166005], ""type"": ""Point""}";39.469954426166005, -0.4048387391348327
A - Horquilla;269031;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40257828383527205, 39.46954238324318], ""type"": ""Point""}";39.46954238324318, -0.40257828383527205
A - Horquilla;269034;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3993818243728505, 39.48135998438136], ""type"": ""Point""}";39.48135998438136, -0.3993818243728505
A - Horquilla;269035;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3989563202059248, 39.482691269722906], ""type"": ""Point""}";39.482691269722906, -0.3989563202059248
A - Horquilla;269037;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.399789167519466, 39.48285555441151], ""type"": ""Point""}";39.48285555441151, -0.399789167519466
A - Horquilla;269040;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39693710994280007, 39.482048473383074], ""type"": ""Point""}";39.482048473383074, -0.39693710994280007
A - Horquilla;269041;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3964583811036566, 39.482026487392105], ""type"": ""Point""}";39.482026487392105, -0.3964583811036566
A - Horquilla;269043;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3952567594094948, 39.48102285062078], ""type"": ""Point""}";39.48102285062078, -0.3952567594094948
A - Horquilla;269049;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4006399231668421, 39.47319911419132], ""type"": ""Point""}";39.47319911419132, -0.4006399231668421
A - Horquilla;269051;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4010404363227328, 39.472744612912535], ""type"": ""Point""}";39.472744612912535, -0.4010404363227328
A - Horquilla;269054;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40034359389682617, 39.47189071000285], ""type"": ""Point""}";39.47189071000285, -0.40034359389682617
A - Horquilla;269056;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4006772441706862, 39.47042222068689], ""type"": ""Point""}";39.47042222068689, -0.4006772441706862
A - Horquilla;269057;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.40013073174397507, 39.4703063940129], ""type"": ""Point""}";39.4703063940129, -0.40013073174397507
A - Horquilla;269058;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4010345896873419, 39.469808603503225], ""type"": ""Point""}";39.469808603503225, -0.4010345896873419
A - Horquilla;269061;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.4011170210026296, 39.469276925880074], ""type"": ""Point""}";39.469276925880074, -0.4011170210026296
A - Horquilla;269063;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39710215679894545, 39.47406170169622], ""type"": ""Point""}";39.47406170169622, -0.39710215679894545
A - Horquilla;269064;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39818852205258903, 39.47442032879035], ""type"": ""Point""}";39.47442032879035, -0.39818852205258903
A - Horquilla;269068;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3980294631487452, 39.47153350241694], ""type"": ""Point""}";39.47153350241694, -0.3980294631487452
A - Horquilla;269073;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3989527985861391, 39.4705945969413], ""type"": ""Point""}";39.4705945969413, -0.3989527985861391
A - Horquilla;269075;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39776723934399194, 39.47011736225244], ""type"": ""Point""}";39.47011736225244, -0.39776723934399194
A - Horquilla;269077;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39935631770195956, 39.468889202414], ""type"": ""Point""}";39.468889202414, -0.39935631770195956
A - Horquilla;269078;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39834959174999574, 39.46932311072311], ""type"": ""Point""}";39.46932311072311, -0.39834959174999574
A - Horquilla;269080;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39781739175507036, 39.46923962906963], ""type"": ""Point""}";39.46923962906963, -0.39781739175507036
A - Horquilla;269085;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3959116635376713, 39.47219500587981], ""type"": ""Point""}";39.47219500587981, -0.3959116635376713
A - Horquilla;269086;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3971232608426106, 39.47153684818416], ""type"": ""Point""}";39.47153684818416, -0.3971232608426106
A - Horquilla;269090;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39539554645447667, 39.470255037903755], ""type"": ""Point""}";39.470255037903755, -0.39539554645447667
A - Horquilla;269093;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.39707294068194515, 39.46904796086319], ""type"": ""Point""}";39.46904796086319, -0.39707294068194515
A - Horquilla;269095;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3958246084002188, 39.468450456207535], ""type"": ""Point""}";39.468450456207535, -0.3958246084002188
A - Horquilla;269096;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3957579169889583, 39.468635480471654], ""type"": ""Point""}";39.468635480471654, -0.3957579169889583
A - Horquilla;269098;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3948159160318469, 39.469117627205364], ""type"": ""Point""}";39.469117627205364, -0.3948159160318469
A - Horquilla;269100;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3938214849030438, 39.471774103475], ""type"": ""Point""}";39.471774103475, -0.3938214849030438
A - Horquilla;269111;8;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3707986825553031, 39.457030407252695], ""type"": ""Point""}";39.457030407252695, -0.3707986825553031
A - Horquilla;269117;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3850126588527244, 39.47314580648841], ""type"": ""Point""}";39.47314580648841, -0.3850126588527244
A - Horquilla;269118;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3901301905893645, 39.469273143420935], ""type"": ""Point""}";39.469273143420935, -0.3901301905893645
A - Horquilla;269120;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3631957818803995, 39.4828572562363], ""type"": ""Point""}";39.4828572562363, -0.3631957818803995
A - Horquilla;269121;4;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.36303333986636765, 39.48372041117172], ""type"": ""Point""}";39.48372041117172, -0.36303333986636765
A - Horquilla;269122;16;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.38262093143381076, 39.464984783302995], ""type"": ""Point""}";39.464984783302995, -0.38262093143381076
A - Horquilla;269124;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.392182890602546, 39.464246310664855], ""type"": ""Point""}";39.464246310664855, -0.392182890602546
A - Horquilla;269125;6;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3908101836272893, 39.46572839684435], ""type"": ""Point""}";39.46572839684435, -0.3908101836272893
A - Horquilla;269128;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.3500920528708559, 39.46355712336563], ""type"": ""Point""}";39.46355712336563, -0.3500920528708559
A - Horquilla;269129;2;GIS;2023-06-19T02:56:07+02:00;GIS;2023-06-19T02:56:07+02:00;"{""coordinates"": [-0.34986034947062133, 39.463491336979935], ""type"": ""Point""}";39.463491336979935, -0.34986034947062133
