gid;Número Placa;Cod. Via / Cod. Vía;Portal;Data Alta / Fecha Alta;objectid;Nombre Places / Numero Plazas;Cod. Activitat / Cod. Actividad;Carrer / Calle;NUM_PLAZAS_TRIB;METROS_AUT ;geo_shape;geo_point_2d
100596;Y001492;57630;73;19930423;;0;CO;AVINGUDA PERIS I VALERO 73;3;2.6;"{""coordinates"": [-0.3730499996357242, 39.458259000227734], ""type"": ""Point""}";39.458259000227734, -0.3730499996357242
100599;Y001499;66420;47;19930602;;7;CO;CARRER SALAMANCA 47;7;6.0;"{""coordinates"": [-0.36281700024960556, 39.4643520000327], ""type"": ""Point""}";39.4643520000327, -0.36281700024960556
100602;Y001504;55560;66;19930719;;10;CO;CARRER PALLETER 66;5;3.0;"{""coordinates"": [-0.3899834997693633, 39.47444100021991], ""type"": ""Point""}";39.47444100021991, -0.3899834997693633
100607;Y001510;6870;21;19881006;;5;CO;CARRER ARQUITECTE RODRÍGUEZ 21;5;3.0;"{""coordinates"": [-0.3703725003777027, 39.49285500012666], ""type"": ""Point""}";39.49285500012666, -0.3703725003777027
100612;Y002489;45120;10;20100602;;11;CO;CARRER MARCEL·LÍ GINER 10;11;4.0;"{""coordinates"": [-0.35572949956598454, 39.485502000054794], ""type"": ""Point""}";39.485502000054794, -0.35572949956598454
100614;Y002489;45120;10;20100602;;11;CO;CARRER MARCEL·LÍ GINER 10;11;4.0;"{""coordinates"": [-0.35572949956598454, 39.485502000054794], ""type"": ""Point""}";39.485502000054794, -0.35572949956598454
100624;Y002493;51090;28;20100602;;1;CD;CARRER MÚÑIZ Y HERNÁNDEZ DE ALBA 28;1;3.0;"{""coordinates"": [-0.34608599954586805, 39.46653899998727], ""type"": ""Point""}";39.46653899998727, -0.34608599954586805
100625;Y002497;81423;24;20100709;;55;CO;AVINGUDA PÍO BAROJA (ESCRIPTOR) 24;55;3.5;"{""coordinates"": [-0.4061584420755753, 39.474839632630584], ""type"": ""Point""}";39.474839632630584, -0.4061584420755753
100633;Y002499;16830;98;20100915;;40;CO;CAMÍ CASES DE BÀRCENA 98;40;4.5;"{""coordinates"": [-0.3568860005744946, 39.52277099974069], ""type"": ""Point""}";39.52277099974069, -0.3568860005744946
100635;Y002507;56070;98;20101201;;1;CO;CAMÍ NOU PATERNA 98;1;3.0;"{""coordinates"": [-0.4149540002309463, 39.496986000005286], ""type"": ""Point""}";39.496986000005286, -0.4149540002309463
100639;Y002513;45030;7;20110119;;1;CD;CARRER MAÇANERA 7;1;3.0;"{""coordinates"": [-0.36681075045220873, 39.48547500000742], ""type"": ""Point""}";39.48547500000742, -0.36681075045220873
100640;Y002515;42690;3;20110228;;3;CO;CARRER LUGRE 3;3;3.0;"{""coordinates"": [-0.3837554998085376, 39.48947100036111], ""type"": ""Point""}";39.48947100036111, -0.3837554998085376
100642;Y002517;41820;12;20110323;;2;CD;CARRER LLIRI 12;2;3.5;"{""coordinates"": [-0.33817499983775134, 39.4607159996077], ""type"": ""Point""}";39.4607159996077, -0.33817499983775134
100648;Z000144;40590;2;20100201;;1;CO;CARRER CARRASQUETA 2;1;3.0;"{""coordinates"": [-0.39571549205817536, 39.4937622808106], ""type"": ""Point""}";39.4937622808106, -0.39571549205817536
100654;Z000151;21930;5;20110119;;6;CO;CARRER CUBA 5;6;3.0;"{""coordinates"": [-0.3774194999841669, 39.46263300036962], ""type"": ""Point""}";39.46263300036962, -0.3774194999841669
100655;Z000149;43920;7;20100609;;5;CO;CARRER MESTRE BELLVER 7;5;4.0;"{""coordinates"": [-0.39076199949566043, 39.4664309995586], ""type"": ""Point""}";39.4664309995586, -0.39076199949566043
100657;Z000154;37290;24;20110412;;1;CD;CARRER ISAAC PERAL 24;1;5.0;"{""coordinates"": [-0.3391829995424897, 39.45940200006361], ""type"": ""Point""}";39.45940200006361, -0.3391829995424897
100660;Z000155;80630;55;20110412;;1;CO;CARRER POETA SERRANO CLAVERO 55;1;3.5;"{""coordinates"": [-0.3874725003130874, 39.49457400009247], ""type"": ""Point""}";39.49457400009247, -0.3874725003130874
100661;Z000157;58830;1;20110614;;1;CO;CARRER PINTOR MAELLA 1;1;3.5;"{""coordinates"": [-0.3479295157855668, 39.46045141043054], ""type"": ""Point""}";39.46045141043054, -0.3479295157855668
100662;Z000158;81307;21;20110701;;9;CO;PLAÇA DIPUTAT LLUÍS LUCIA 21;9;4.0;"{""coordinates"": [-0.39512699969020776, 39.47909399955334], ""type"": ""Point""}";39.47909399955334, -0.39512699969020776
100663;Z000162;22890;21;20111007;;1;CD;CARRER DAMA D'ELX 21;1;4.5;"{""coordinates"": [-0.34357049949646884, 39.46095899959552], ""type"": ""Point""}";39.46095899959552, -0.34357049949646884
100665;Z000163;59910;22;20111231;;1;CD;CARRER PLUS ULTRA 22;1;3.0;"{""coordinates"": [-0.37278000006868267, 39.45515400012676], ""type"": ""Point""}";39.45515400012676, -0.37278000006868267
100666;Z000158;81156;8;20110701;;9;CO;CARRER MARQUÉS DE SANT JOAN 8;9;4.0;"{""coordinates"": [-0.3969407519932019, 39.47806736200861], ""type"": ""Point""}";39.47806736200861, -0.3969407519932019
100669;Z000158;81156;8;20110701;;9;CO;CARRER MARQUÉS DE SANT JOAN 8;9;4.0;"{""coordinates"": [-0.3969407519932019, 39.47806736200861], ""type"": ""Point""}";39.47806736200861, -0.3969407519932019
100670;Z000168;59280;71;20111231;;11;CO;CARRER PINTOR STOLZ 71;11;3.5;"{""coordinates"": [-0.40346999983559245, 39.47006700037352], ""type"": ""Point""}";39.47006700037352, -0.40346999983559245
100672;Z000170;17820;109;20111221;;10;CO;CARRER CAVITE 109;10;4.0;"{""coordinates"": [-0.32685749981329537, 39.481146000277654], ""type"": ""Point""}";39.481146000277654, -0.32685749981329537
100678;Z000174;65280;5;20120306;;11;CO;CARRER ROÍS DE CORELLA 5;11;3.0;"{""coordinates"": [-0.38372849993810604, 39.45964499968102], ""type"": ""Point""}";39.45964499968102, -0.38372849993810604
100680;Y001539;24360;10;19940610;;0;CO;CARRER DOCTOR LLUCH 10;6;3.4;"{""coordinates"": [-0.3286935000592146, 39.46400100025707], ""type"": ""Point""}";39.46400100025707, -0.3286935000592146
100685;Y001541;81172;34;20061110;;7;CO;CARRER ARQUITECTE SEGURA DE LAGO 34;4;3.5;"{""coordinates"": [-0.4027274998715317, 39.45285899957023], ""type"": ""Point""}";39.45285899957023, -0.4027274998715317
100686;Y001541;81172;36;20061110;;7;CO;CARRER ARQUITECTE SEGURA DE LAGO 36;4;3.0;"{""coordinates"": [-0.4026690003335869, 39.45274199966436], ""type"": ""Point""}";39.45274199966436, -0.4026690003335869
100695;Y001577;81149;14;19950228;;0;CO;CARRER JOSÉ MARÍA MORTES LERMA 14;7;5.0;"{""coordinates"": [-0.3986999998141405, 39.463317000127326], ""type"": ""Point""}";39.463317000127326, -0.3986999998141405
100698;Y001589;65070;29;19950525;;0;CO;CARRER RODRÍGUEZ DE CEPEDA 29;9;4.0;"{""coordinates"": [-0.35309700007530165, 39.46872599977699], ""type"": ""Point""}";39.46872599977699, -0.35309700007530165
100700;Y001597;81288;3;19951128;;8;CO;CARRER PRUDENCI ALCÓN I MATEU 3;8;3.0;"{""coordinates"": [-0.35536049964936045, 39.4852049997836], ""type"": ""Point""}";39.4852049997836, -0.35536049964936045
100705;Y001614;22020;102;19850530;;6;CO;CARRER CONCA 102;6;3.0;"{""coordinates"": [-0.39004200025098856, 39.462344999622694], ""type"": ""Point""}";39.462344999622694, -0.39004200025098856
100711;Y001629;33900;21;19960603;;0;RE;AVINGUDA GIORGETA 21;2;4.0;"{""coordinates"": [-0.3854114995375375, 39.460751999760376], ""type"": ""Point""}";39.460751999760376, -0.3854114995375375
100712;X005253;34080;4;19870113;;0;CO;CARRER GODOFRED ROS 4;8;3.0;"{""coordinates"": [-0.36017100035516786, 39.459104999961696], ""type"": ""Point""}";39.459104999961696, -0.36017100035516786
100723;X005267;72720;15;19970507;;26;RE;PLAÇA TETUAN 15;26;3.0;"{""coordinates"": [-0.36955799983328536, 39.47541300037513], ""type"": ""Point""}";39.47541300037513, -0.36955799983328536
100724;X005268;15060;7;19970616;;32;RE;CARRER CARMELO RODA 7;32;3.0;"{""coordinates"": [-0.391724499510583, 39.49925907880389], ""type"": ""Point""}";39.49925907880389, -0.391724499510583
100726;X005269;39960;28;19970605;;7;RE;CARRER JOAN LLORENÇ 28;7;3.0;"{""coordinates"": [-0.3902670004584146, 39.47181300021962], ""type"": ""Point""}";39.47181300021962, -0.3902670004584146
100729;X005273;30990;55;19970716;;1;RE;CARRER FRANCESC BALDOMAR 55;1;3.0;"{""coordinates"": [-0.33344550027806213, 39.466017000263065], ""type"": ""Point""}";39.466017000263065, -0.33344550027806213
100731;X005275;56490;100;19970624;;79;RE;CARRER PEDRO CABANES 100;79;3.0;"{""coordinates"": [-0.38074949990143847, 39.49383600030968], ""type"": ""Point""}";39.49383600030968, -0.38074949990143847
100733;X005279;36930;27;19970616;;0;RE;CARRER IGNACIO ZULOAGA 27;1;3.0;"{""coordinates"": [-0.33565949944895046, 39.447576000029414], ""type"": ""Point""}";39.447576000029414, -0.33565949944895046
100735;X005284;74650;9;19970612;;3;GA;AVINGUDA VALLADOLID 9;3;14.0;"{""coordinates"": [-0.36237822968225303, 39.48959419995668], ""type"": ""Point""}";39.48959419995668, -0.36237822968225303
100736;X005284;26820;69;19970612;;3;GA;CARRER EMILI BARÓ 69;3;12.0;"{""coordinates"": [-0.360256499629928, 39.48927300001066], ""type"": ""Point""}";39.48927300001066, -0.360256499629928
100739;X005284;74650;9;19970725;;3;GA;AVINGUDA VALLADOLID 9;3;11.5;"{""coordinates"": [-0.36237822968225303, 39.48959419995668], ""type"": ""Point""}";39.48959419995668, -0.36237822968225303
100743;X006846;14610;9;20020704;;20;RE;CARRER CARAVACA 9;20;3.0;"{""coordinates"": [-0.35529299987633384, 39.47331599991401], ""type"": ""Point""}";39.47331599991401, -0.35529299987633384
100749;X006851;78030;58;20020704;;30;RE;CARRER SAPADORS 58;30;3.0;"{""coordinates"": [-0.36698399964576717, 39.455379000372076], ""type"": ""Point""}";39.455379000372076, -0.36698399964576717
99755;Y000160;53640;73;19961108;;0;CO;AVINGUDA DOCTOR PESET ALEIXANDRE 73;19;4.2;"{""coordinates"": [-0.37902149986056133, 39.490775999788134], ""type"": ""Point""}";39.490775999788134, -0.37902149986056133
99757;Y000196;26190;19;19701222;;2;CD;CARRER EDUARD BOSCÀ 19;2;4.0;"{""coordinates"": [-0.35723249974839455, 39.46515300037689], ""type"": ""Point""}";39.46515300037689, -0.35723249974839455
99763;Y000252;66990;14;19710813;;0;CO;CARRER SALVADOR PAU 14;4;2.6;"{""coordinates"": [-0.35377200016148447, 39.470706000274035], ""type"": ""Point""}";39.470706000274035, -0.35377200016148447
99770;Y000328;16230;2;19920615;;0;CO;CARRER CASA DE LA MISERICÒRDIA 2;3;3.3;"{""coordinates"": [-0.4099252159280911, 39.46618209931364], ""type"": ""Point""}";39.46618209931364, -0.4099252159280911
99774;Y002137;61860;12;20060602;;15;CO;CARRER PUERTO RICO 12;15;5.0;"{""coordinates"": [-0.37468350006439216, 39.461858999831954], ""type"": ""Point""}";39.461858999831954, -0.37468350006439216
99775;Y002147;81213;1;20050607;;1;CD;CARRER ZAMORA 1;1;4.0;"{""coordinates"": [-0.3822738328123289, 39.49293577625906], ""type"": ""Point""}";39.49293577625906, -0.3822738328123289
99776;Y002145;37470;217;20050221;;1;CD;CARRER ILLES CANÀRIES 217;1;3.5;"{""coordinates"": [-0.342674999507171, 39.4622100001738], ""type"": ""Point""}";39.4622100001738, -0.342674999507171
99782;Y002156;32790;54;20050718;;1;OT;AVINGUDA GASPAR AGUILAR 54;1;9.0;"{""coordinates"": [-0.3912480000321195, 39.45537900004925], ""type"": ""Point""}";39.45537900004925, -0.3912480000321195
99786;Y002160;53640;49;20050721;;4;CO;AVINGUDA DOCTOR PESET ALEIXANDRE 49;7;3.0;"{""coordinates"": [-0.37594637801228764, 39.49151056697853], ""type"": ""Point""}";39.49151056697853, -0.37594637801228764
99790;Y002160;53640;51;20050721;;4;CO;AVINGUDA DOCTOR PESET ALEIXANDRE 51;7;3.0;"{""coordinates"": [-0.37594637801228764, 39.49151056697853], ""type"": ""Point""}";39.49151056697853, -0.37594637801228764
99795;Y002164;55800;51;20050729;;5;CO;CARRER MOSSÉN MIGUEL TARÍN 51;3;3.0;"{""coordinates"": [-0.4160475000306589, 39.497039999815264], ""type"": ""Point""}";39.497039999815264, -0.4160475000306589
99800;Y002177;21420;5;20051004;;3;CO;CARRER CREVILLENT 5;3;3.0;"{""coordinates"": [-0.34019099943596176, 39.46857299998249], ""type"": ""Point""}";39.46857299998249, -0.34019099943596176
99801;Y002177;21420;5;20081106;;3;CO;CARRER CREVILLENT 5;3;3.0;"{""coordinates"": [-0.34019099943596176, 39.46857299998249], ""type"": ""Point""}";39.46857299998249, -0.34019099943596176
99813;Y002719;42690;2;20170210;;3;CO;CARRER LUGRE 2;3;3.0;"{""coordinates"": [-0.38403000029306095, 39.48960599990979], ""type"": ""Point""}";39.48960599990979, -0.38403000029306095
99822;Y002727;64610;7;20170101;;4;CO;CARRER RIU JILOCA 7;4;3.0;"{""coordinates"": [-0.328643359207341, 39.48303143503986], ""type"": ""Point""}";39.48303143503986, -0.328643359207341
99824;Y002727;34620;38;20170101;;4;CO;CARRER GRAN CANÀRIA 38;4;3.0;"{""coordinates"": [-0.32885549964982, 39.48315299996916], ""type"": ""Point""}";39.48315299996916, -0.32885549964982
99829;Y002734;25680;91;20171109;;2;CO;AVINGUDA PORT 91;2;3.5;"{""coordinates"": [-0.35064000044317506, 39.465459000037555], ""type"": ""Point""}";39.465459000037555, -0.35064000044317506
99830;Y002735;57480;17;20171110;;5;CO;CARRER PERIODISTA MATOSES 17;5;4.0;"{""coordinates"": [-0.3647609996935257, 39.423456000373946], ""type"": ""Point""}";39.423456000373946, -0.3647609996935257
99833;Y002736;63090;129;20171110;;10;CO;AVINGUDA REAL DE MADRID 129;10;3.0;"{""coordinates"": [-0.3933719996910294, 39.42810900013932], ""type"": ""Point""}";39.42810900013932, -0.3933719996910294
99834;Y002737;24660;30;20171124;;12;CO;CARRER DOCTOR NICASI BENLLOCH 30;12;6.0;"{""coordinates"": [-0.3919230002476157, 39.48904799993885], ""type"": ""Point""}";39.48904799993885, -0.3919230002476157
99836;Y002738;72870;21;20171201;;5;CO;AVINGUDA TIRSO DE MOLINA 21;5;3.0;"{""coordinates"": [-0.3964725002719031, 39.47687100014375], ""type"": ""Point""}";39.47687100014375, -0.3964725002719031
99838;Z000358;61710;38;20220127;;41;CO;CARRER POBLA DE FARNALS 38;41;4.0;"{""coordinates"": [-0.35045099966640697, 39.46912199977803], ""type"": ""Point""}";39.46912199977803, -0.35045099966640697
99841;Z000359;33030;3;20220201;;1;CD;AVINGUDA GENERAL AVILÉS 3;1;3.0;"{""coordinates"": [-0.39090600017617755, 39.48784200038898], ""type"": ""Point""}";39.48784200038898, -0.39090600017617755
99843;Z000362;19920;52;20220216;;8;CO;CARRER COMTE D'ALTEA 52;8;3.0;"{""coordinates"": [-0.3645449996836703, 39.4673669997355], ""type"": ""Point""}";39.4673669997355, -0.3645449996836703
99845;Z000365;23490;3;20220401;;35;CD;CARRER LLANTERNERS 3;35;6.5;"{""coordinates"": [-0.4086197405937694, 39.46200997242338], ""type"": ""Point""}";39.46200997242338, -0.4086197405937694
99846;Z000365;23490;3;20220401;;35;CD;CARRER LLANTERNERS 3;35;6.5;"{""coordinates"": [-0.4086197405937694, 39.46200997242338], ""type"": ""Point""}";39.46200997242338, -0.4086197405937694
99848;Z000367;50190;3;20220411;;6;CO;CARRER MONTIXELVO 3;6;5.0;"{""coordinates"": [-0.3673395003858264, 39.458475000433204], ""type"": ""Point""}";39.458475000433204, -0.3673395003858264
99850;Z000367;50190;3;20220411;;6;CO;CARRER MONTIXELVO 3;6;4.0;"{""coordinates"": [-0.3673395003858264, 39.458475000433204], ""type"": ""Point""}";39.458475000433204, -0.3673395003858264
99854;Z000370;53340;19;20220501;;11;OT;CARRER BISBE JAUME PÉREZ 19;11;3.5;"{""coordinates"": [-0.3657420004436033, 39.45860100013073], ""type"": ""Point""}";39.45860100013073, -0.3657420004436033
99856;Z000372;81191;3;20220501;;48;CO;CARRER PEDREGUER 3;48;7.0;"{""coordinates"": [-0.3748364999058645, 39.45408299969648], ""type"": ""Point""}";39.45408299969648, -0.3748364999058645
99858;Z000376;26340;3;20220509;;2;CO;CARRER ÀLBER 3;2;3.0;"{""coordinates"": [-0.39114449983154453, 39.491531999786076], ""type"": ""Point""}";39.491531999786076, -0.39114449983154453
99859;Z000376;26340;3;20220509;;2;CO;CARRER ÀLBER 3;2;4.0;"{""coordinates"": [-0.39114449983154453, 39.491531999786076], ""type"": ""Point""}";39.491531999786076, -0.39114449983154453
99860;Z000374;70530;71;20220501;;1;CO;CARRER SANT DOMÉNEC SAVIO 71;1;3.0;"{""coordinates"": [-0.3760020001079622, 39.49721999955608], ""type"": ""Point""}";39.49721999955608, -0.3760020001079622
99862;Z000379;66330;160;20220621;;1;CO;CARRER SAGUNT 160;1;4.0;"{""coordinates"": [-0.3751424995900133, 39.48834600017314], ""type"": ""Point""}";39.48834600017314, -0.3751424995900133
99872;Y000373;43050;38;19960304;;4;CO;CARRER LLUÍS OLIAG 38;4;3.0;"{""coordinates"": [-0.3649635003690266, 39.46006800032511], ""type"": ""Point""}";39.46006800032511, -0.3649635003690266
99874;Y000382;44940;24;19770101;;0;CD;CARRER MANUEL SIMÓ 24;3;4.0;"{""coordinates"": [-0.39123900054654115, 39.459860999896236], ""type"": ""Point""}";39.459860999896236, -0.39123900054654115
99877;Y000403;41850;27;19770101;;0;CO;CARRER LITERAT AZORÍN 27;4;3.0;"{""coordinates"": [-0.37522350034628815, 39.459851999904714], ""type"": ""Point""}";39.459851999904714, -0.37522350034628815
99879;Y000427;35730;4;19740118;;6;CO;CARRER FERRO 4;6;4.0;"{""coordinates"": [-0.3402719999952136, 39.46259699986784], ""type"": ""Point""}";39.46259699986784, -0.3402719999952136
99882;Y000446;35610;16;19770101;;0;CO;CARRER HEROI ROMEU 16;6;3.0;"{""coordinates"": [-0.3902220001849643, 39.46851899961614], ""type"": ""Point""}";39.46851899961614, -0.3902220001849643
99888;Y000504;43050;16;19770101;;7;CO;CARRER LLUÍS OLIAG 16;11;3.5;"{""coordinates"": [-0.3676365004795143, 39.45912300028139], ""type"": ""Point""}";39.45912300028139, -0.3676365004795143
99889;Y000504;43050;16;19770101;;7;CO;CARRER LLUÍS OLIAG 16;11;3.5;"{""coordinates"": [-0.3676365004795143, 39.45912300028139], ""type"": ""Point""}";39.45912300028139, -0.3676365004795143
99892;Y000515;65910;33;19741018;;8;CO;CARRER RUBÉN VELA 33;8;6.0;"{""coordinates"": [-0.3734144999150457, 39.45471299991593], ""type"": ""Point""}";39.45471299991593, -0.3734144999150457
99895;Y000527;37470;138;19770101;;0;CO;CARRER ILLES CANÀRIES 138;8;4.0;"{""coordinates"": [-0.3427965003997302, 39.462056999716324], ""type"": ""Point""}";39.462056999716324, -0.3427965003997302
99903;Y002182;31200;3;20051123;;9;CO;CARRER FRANCESC DE LLANO 3;8;3.0;"{""coordinates"": [-0.39003749978011715, 39.46585500026988], ""type"": ""Point""}";39.46585500026988, -0.39003749978011715
99904;Y002182;31200;3;20051123;;9;CO;CARRER FRANCESC DE LLANO 3;8;3.0;"{""coordinates"": [-0.39003749978011715, 39.46585500026988], ""type"": ""Point""}";39.46585500026988, -0.39003749978011715
99906;Y002186;5040;12;20051220;;1;OT;CARRER ÁLVARO DE BAZÁN 12;1;5.0;"{""coordinates"": [-0.3624705001439086, 39.480983999712294], ""type"": ""Point""}";39.480983999712294, -0.3624705001439086
99908;Y002188;2800;19;19770101;;28;CO;CAMÍ ALMENAR 19;13;4.5;"{""coordinates"": [-0.3809700000351815, 39.448637999948836], ""type"": ""Point""}";39.448637999948836, -0.3809700000351815
99914;Y002204;56970;18;20060329;;11;CO;CARRER PEPE ALBA 18;10;3.0;"{""coordinates"": [-0.34716713451772524, 39.46777024050489], ""type"": ""Point""}";39.46777024050489, -0.34716713451772524
99918;Y002204;62640;27;20060329;;11;CO;CARRER RAMIRO DE MAEZTU 27;10;3.5;"{""coordinates"": [-0.34750039529618226, 39.46733833722211], ""type"": ""Point""}";39.46733833722211, -0.34750039529618226
99919;Y002207;34500;17;20060404;;5;CO;CARRER GRAVADOR JORDÁN 17;5;2.5;"{""coordinates"": [-0.36692999973038026, 39.445946999903285], ""type"": ""Point""}";39.445946999903285, -0.36692999973038026
99923;Y002222;48060;10;20060613;;1;OT;CARRER MESTRE MARÇAL 10;1;3.0;"{""coordinates"": [-0.3747915001355937, 39.493844999898975], ""type"": ""Point""}";39.493844999898975, -0.3747915001355937
99925;Y002229;14730;57;20060616;;8;CO;AVINGUDA CARDENAL BENLLOCH 57;4;3.5;"{""coordinates"": [-0.3550140004982838, 39.47055300019747], ""type"": ""Point""}";39.47055300019747, -0.3550140004982838
99927;Y002234;7470;13;20060731;;1;CO;CARRER ASTÚRIES 13;1;3.0;"{""coordinates"": [-0.35407104931071276, 39.46424745538435], ""type"": ""Point""}";39.46424745538435, -0.35407104931071276
99928;Y002230;61410;65;20060712;;5;CO;AVINGUDA PRIMAT REIG 65;5;3.0;"{""coordinates"": [-0.36859050023961865, 39.488309999736806], ""type"": ""Point""}";39.488309999736806, -0.36859050023961865
