OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
171326;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3774020877695984, 39.471388068173276], ""type"": ""Point""}";39.471388068173276, -0.3774020877695984
171327;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.37715662464744937, 39.47171525026501], ""type"": ""Point""}";39.47171525026501, -0.37715662464744937
171329;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.40124734853291644, 39.47380222800834], ""type"": ""Point""}";39.47380222800834, -0.40124734853291644
171330;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.4006295311162082, 39.47248586006033], ""type"": ""Point""}";39.47248586006033, -0.4006295311162082
171331;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.4031899568188402, 39.46867853815925], ""type"": ""Point""}";39.46867853815925, -0.4031899568188402
171332;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.39281090646466277, 39.472330900748325], ""type"": ""Point""}";39.472330900748325, -0.39281090646466277
171339;2;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.39285819326587323, 39.4935083548159], ""type"": ""Point""}";39.4935083548159, -0.39285819326587323
171342;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.38451564184297776, 39.529553396725554], ""type"": ""Point""}";39.529553396725554, -0.38451564184297776
171346;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.35994392497929656, 39.47594129137872], ""type"": ""Point""}";39.47594129137872, -0.35994392497929656
171350;2;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.35035286201176113, 39.457594019377865], ""type"": ""Point""}";39.457594019377865, -0.35035286201176113
171351;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.33354963496178786, 39.464676595050975], ""type"": ""Point""}";39.464676595050975, -0.33354963496178786
171358;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.33345124548440536, 39.46552032156302], ""type"": ""Point""}";39.46552032156302, -0.33345124548440536
171361;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3961395698432725, 39.46474220037461], ""type"": ""Point""}";39.46474220037461, -0.3961395698432725
171367;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.36726851261696025, 39.4721997010192], ""type"": ""Point""}";39.4721997010192, -0.36726851261696025
171368;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.4123873575299647, 39.45948915791492], ""type"": ""Point""}";39.45948915791492, -0.4123873575299647
171370;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3588331603560766, 39.48834634438243], ""type"": ""Point""}";39.48834634438243, -0.3588331603560766
171375;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.36607834094098435, 39.48709791431612], ""type"": ""Point""}";39.48709791431612, -0.36607834094098435
171381;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.35171367395939424, 39.479200983323345], ""type"": ""Point""}";39.479200983323345, -0.35171367395939424
171389;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.28823741337956943, 39.29642234374959], ""type"": ""Point""}";39.29642234374959, -0.28823741337956943
171392;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3884621376587571, 39.462038362547524], ""type"": ""Point""}";39.462038362547524, -0.3884621376587571
171393;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.4222034273688998, 39.49745250988007], ""type"": ""Point""}";39.49745250988007, -0.4222034273688998
171399;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.37535621905523586, 39.44572200340491], ""type"": ""Point""}";39.44572200340491, -0.37535621905523586
171402;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3951923807286658, 39.477486241498205], ""type"": ""Point""}";39.477486241498205, -0.3951923807286658
171407;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.40815296861771366, 39.4706201979392], ""type"": ""Point""}";39.4706201979392, -0.40815296861771366
171411;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.370120555433522, 39.44750357113897], ""type"": ""Point""}";39.44750357113897, -0.370120555433522
171416;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3804930122313477, 39.49040052850756], ""type"": ""Point""}";39.49040052850756, -0.3804930122313477
171420;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.34811840471265065, 39.4522147963007], ""type"": ""Point""}";39.4522147963007, -0.34811840471265065
171424;1;GIS;2023-06-19T02:56:42+02:00;GIS;2023-06-19T02:56:42+02:00;"{""coordinates"": [-0.3901711642122662, 39.44604943901143], ""type"": ""Point""}";39.44604943901143, -0.3901711642122662
171428;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3930973869037208, 39.45153704555918], ""type"": ""Point""}";39.45153704555918, -0.3930973869037208
171430;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3916581710681474, 39.49155468554241], ""type"": ""Point""}";39.49155468554241, -0.3916581710681474
171432;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3248830646091321, 39.4685096290249], ""type"": ""Point""}";39.4685096290249, -0.3248830646091321
171435;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41827247940840856, 39.49943910864094], ""type"": ""Point""}";39.49943910864094, -0.41827247940840856
171439;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37196583247144516, 39.485465951977496], ""type"": ""Point""}";39.485465951977496, -0.37196583247144516
171440;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37276246104957894, 39.48694498205973], ""type"": ""Point""}";39.48694498205973, -0.37276246104957894
171444;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3843801283108774, 39.4687826595729], ""type"": ""Point""}";39.4687826595729, -0.3843801283108774
171449;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3728891080277975, 39.48609953442826], ""type"": ""Point""}";39.48609953442826, -0.3728891080277975
171450;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3430600612463615, 39.46137419140952], ""type"": ""Point""}";39.46137419140952, -0.3430600612463615
171451;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3891244411085218, 39.44348433757504], ""type"": ""Point""}";39.44348433757504, -0.3891244411085218
171452;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38923404636002296, 39.461593084326566], ""type"": ""Point""}";39.461593084326566, -0.38923404636002296
171453;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37854418523899763, 39.48390336390993], ""type"": ""Point""}";39.48390336390993, -0.37854418523899763
171457;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3341663601364064, 39.46959419307852], ""type"": ""Point""}";39.46959419307852, -0.3341663601364064
171458;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39164203586968477, 39.48386828805879], ""type"": ""Point""}";39.48386828805879, -0.39164203586968477
171461;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33784846978435845, 39.45764670330379], ""type"": ""Point""}";39.45764670330379, -0.33784846978435845
171463;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3358748904196478, 39.45791082149496], ""type"": ""Point""}";39.45791082149496, -0.3358748904196478
171466;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.369495405335074, 39.48155274913471], ""type"": ""Point""}";39.48155274913471, -0.369495405335074
171467;0;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38968357783476526, 39.49692075003667], ""type"": ""Point""}";39.49692075003667, -0.38968357783476526
171472;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35475192424261254, 39.48588175420757], ""type"": ""Point""}";39.48588175420757, -0.35475192424261254
171474;0;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35409995759709084, 39.48502990755676], ""type"": ""Point""}";39.48502990755676, -0.35409995759709084
171480;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3479532640185939, 39.463290034909846], ""type"": ""Point""}";39.463290034909846, -0.3479532640185939
171481;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3899401571037272, 39.433532557669764], ""type"": ""Point""}";39.433532557669764, -0.3899401571037272
171482;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41507621291746305, 39.496928322005076], ""type"": ""Point""}";39.496928322005076, -0.41507621291746305
171487;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3859059901830886, 39.45217339098609], ""type"": ""Point""}";39.45217339098609, -0.3859059901830886
171488;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3875814083907235, 39.440044376519644], ""type"": ""Point""}";39.440044376519644, -0.3875814083907235
171489;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38860317549537043, 39.44053104909029], ""type"": ""Point""}";39.44053104909029, -0.38860317549537043
171491;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3906851457273285, 39.43280793488221], ""type"": ""Point""}";39.43280793488221, -0.3906851457273285
171494;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39350943203190086, 39.42725867299363], ""type"": ""Point""}";39.42725867299363, -0.39350943203190086
171496;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34657027590986467, 39.461204837416176], ""type"": ""Point""}";39.461204837416176, -0.34657027590986467
171497;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33120268654396406, 39.47257675971319], ""type"": ""Point""}";39.47257675971319, -0.33120268654396406
171501;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36348691368781955, 39.452370475706374], ""type"": ""Point""}";39.452370475706374, -0.36348691368781955
171502;0;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3637106932636887, 39.45314471429062], ""type"": ""Point""}";39.45314471429062, -0.3637106932636887
171504;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41904679855053895, 39.496757079039284], ""type"": ""Point""}";39.496757079039284, -0.41904679855053895
171510;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38347910278363584, 39.44096527431868], ""type"": ""Point""}";39.44096527431868, -0.38347910278363584
171518;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33288489377739483, 39.47427398783953], ""type"": ""Point""}";39.47427398783953, -0.33288489377739483
171519;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33308980826029433, 39.47344512183548], ""type"": ""Point""}";39.47344512183548, -0.33308980826029433
171520;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3333924219842228, 39.47295806348879], ""type"": ""Point""}";39.47295806348879, -0.3333924219842228
171525;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3973055499721322, 39.46381596775864], ""type"": ""Point""}";39.46381596775864, -0.3973055499721322
171526;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3725597135255376, 39.4714281867859], ""type"": ""Point""}";39.4714281867859, -0.3725597135255376
171530;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35487714685752764, 39.480927512511464], ""type"": ""Point""}";39.480927512511464, -0.35487714685752764
171533;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36012445556832373, 39.46126107782571], ""type"": ""Point""}";39.46126107782571, -0.36012445556832373
171534;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39076671854103057, 39.435009630960394], ""type"": ""Point""}";39.435009630960394, -0.39076671854103057
171539;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3348682787982343, 39.44854615365706], ""type"": ""Point""}";39.44854615365706, -0.3348682787982343
171544;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35832922507456233, 39.491472518502974], ""type"": ""Point""}";39.491472518502974, -0.35832922507456233
171545;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39280526725778614, 39.4497668677047], ""type"": ""Point""}";39.4497668677047, -0.39280526725778614
171550;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3870421137127289, 39.491695183182415], ""type"": ""Point""}";39.491695183182415, -0.3870421137127289
171556;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38917778032752537, 39.48925084490663], ""type"": ""Point""}";39.48925084490663, -0.38917778032752537
171561;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3982826178670047, 39.47322969429921], ""type"": ""Point""}";39.47322969429921, -0.3982826178670047
171565;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3905044573213392, 39.44953653439935], ""type"": ""Point""}";39.44953653439935, -0.3905044573213392
171568;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3820670784423958, 39.49059212565036], ""type"": ""Point""}";39.49059212565036, -0.3820670784423958
171569;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3881283787333378, 39.49098504717014], ""type"": ""Point""}";39.49098504717014, -0.3881283787333378
171574;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3788634132848644, 39.484251898984105], ""type"": ""Point""}";39.484251898984105, -0.3788634132848644
171575;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.42386411346136216, 39.50294670756638], ""type"": ""Point""}";39.50294670756638, -0.42386411346136216
171577;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34871322758033363, 39.47380791429271], ""type"": ""Point""}";39.47380791429271, -0.34871322758033363
171578;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36657576646405043, 39.45946027933481], ""type"": ""Point""}";39.45946027933481, -0.36657576646405043
171579;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37253987851472253, 39.48755465373017], ""type"": ""Point""}";39.48755465373017, -0.37253987851472253
171580;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3489256208670715, 39.470838275777616], ""type"": ""Point""}";39.470838275777616, -0.3489256208670715
171581;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3982033436986503, 39.496177799099385], ""type"": ""Point""}";39.496177799099385, -0.3982033436986503
171582;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3772766156355018, 39.49827597812992], ""type"": ""Point""}";39.49827597812992, -0.3772766156355018
171583;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3449830875022599, 39.46354412686124], ""type"": ""Point""}";39.46354412686124, -0.3449830875022599
171585;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3979754822962482, 39.4647396180717], ""type"": ""Point""}";39.4647396180717, -0.3979754822962482
171588;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3721012838269233, 39.451202131767815], ""type"": ""Point""}";39.451202131767815, -0.3721012838269233
171589;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3568471932316313, 39.4868485250216], ""type"": ""Point""}";39.4868485250216, -0.3568471932316313
171590;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35606173727855456, 39.47800438277504], ""type"": ""Point""}";39.47800438277504, -0.35606173727855456
171592;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3266761441160993, 39.47830208714264], ""type"": ""Point""}";39.47830208714264, -0.3266761441160993
171595;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.423343399616036, 39.502245950203346], ""type"": ""Point""}";39.502245950203346, -0.423343399616036
171599;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3176060805894012, 39.30790943592562], ""type"": ""Point""}";39.30790943592562, -0.3176060805894012
171602;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38571493236397875, 39.52738877383517], ""type"": ""Point""}";39.52738877383517, -0.38571493236397875
171604;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3619994341467372, 39.478393358255], ""type"": ""Point""}";39.478393358255, -0.3619994341467372
171606;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35745465942158394, 39.49277073723471], ""type"": ""Point""}";39.49277073723471, -0.35745465942158394
171608;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3296007017862068, 39.472473806359694], ""type"": ""Point""}";39.472473806359694, -0.3296007017862068
171609;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3821966553385839, 39.48991029658132], ""type"": ""Point""}";39.48991029658132, -0.3821966553385839
171610;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3445493117505837, 39.47129512436868], ""type"": ""Point""}";39.47129512436868, -0.3445493117505837
171612;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4230355464363865, 39.50313243744841], ""type"": ""Point""}";39.50313243744841, -0.4230355464363865
171617;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4179173249708826, 39.502120843978155], ""type"": ""Point""}";39.502120843978155, -0.4179173249708826
171620;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41200901146252117, 39.468750853531894], ""type"": ""Point""}";39.468750853531894, -0.41200901146252117
171624;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33545162791658023, 39.46690539014549], ""type"": ""Point""}";39.46690539014549, -0.33545162791658023
171627;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35933843181497643, 39.45935801508367], ""type"": ""Point""}";39.45935801508367, -0.35933843181497643
171629;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3326217646643791, 39.46563719158167], ""type"": ""Point""}";39.46563719158167, -0.3326217646643791
171641;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39366732476003563, 39.49670536702658], ""type"": ""Point""}";39.49670536702658, -0.39366732476003563
171648;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3274210273199963, 39.464868570658915], ""type"": ""Point""}";39.464868570658915, -0.3274210273199963
171649;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33062882597307586, 39.46385523075711], ""type"": ""Point""}";39.46385523075711, -0.33062882597307586
171650;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33575216099019656, 39.44821546381538], ""type"": ""Point""}";39.44821546381538, -0.33575216099019656
171651;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33248208015476033, 39.46811013658294], ""type"": ""Point""}";39.46811013658294, -0.33248208015476033
171654;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3277931068320009, 39.47630611353943], ""type"": ""Point""}";39.47630611353943, -0.3277931068320009
171657;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3486643782053629, 39.461207785075025], ""type"": ""Point""}";39.461207785075025, -0.3486643782053629
171661;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33640530542907515, 39.46616468934691], ""type"": ""Point""}";39.46616468934691, -0.33640530542907515
171663;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3397374111674616, 39.46904656371763], ""type"": ""Point""}";39.46904656371763, -0.3397374111674616
171665;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3501418106690941, 39.470424540075015], ""type"": ""Point""}";39.470424540075015, -0.3501418106690941
171668;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3689925096106431, 39.48661673366018], ""type"": ""Point""}";39.48661673366018, -0.3689925096106431
171669;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3621672051768463, 39.488620155840984], ""type"": ""Point""}";39.488620155840984, -0.3621672051768463
171671;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36789650668681756, 39.4869340021], ""type"": ""Point""}";39.4869340021, -0.36789650668681756
171672;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35794811483034134, 39.48770523251718], ""type"": ""Point""}";39.48770523251718, -0.35794811483034134
171674;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3684400922944979, 39.4862733863112], ""type"": ""Point""}";39.4862733863112, -0.3684400922944979
171676;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3974511774780294, 39.463268113537126], ""type"": ""Point""}";39.463268113537126, -0.3974511774780294
171679;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3928980880816957, 39.47530727933419], ""type"": ""Point""}";39.47530727933419, -0.3928980880816957
171683;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36133296957435035, 39.48748838093091], ""type"": ""Point""}";39.48748838093091, -0.36133296957435035
171684;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3755168757481503, 39.49425061204898], ""type"": ""Point""}";39.49425061204898, -0.3755168757481503
171685;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3707894370783941, 39.497421598879846], ""type"": ""Point""}";39.497421598879846, -0.3707894370783941
171687;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36969217202808624, 39.49069856277467], ""type"": ""Point""}";39.49069856277467, -0.36969217202808624
171691;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36713828408172106, 39.49317332720086], ""type"": ""Point""}";39.49317332720086, -0.36713828408172106
171693;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39750683456722613, 39.49628292751185], ""type"": ""Point""}";39.49628292751185, -0.39750683456722613
171694;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38800249681214793, 39.491420630148966], ""type"": ""Point""}";39.491420630148966, -0.38800249681214793
