Carrer / Calle;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
SAN VICENTE DE PAUL;257214;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37114176125507947, 39.49031376687017], ""type"": ""Point""}";39.49031376687017, -0.37114176125507947
HERNANDEZ LAZARO;257221;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40331404506721086, 39.47788703868843], ""type"": ""Point""}";39.47788703868843, -0.40331404506721086
HERNANDEZ LAZARO;257222;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4033213868329388, 39.47776938532658], ""type"": ""Point""}";39.47776938532658, -0.4033213868329388
REGNE DE VALENCIA;257231;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3726472468668929, 39.46486988048691], ""type"": ""Point""}";39.46486988048691, -0.3726472468668929
PEDRO CABANES;257232;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37982172125922287, 39.49391580587481], ""type"": ""Point""}";39.49391580587481, -0.37982172125922287
ESCULTOR JOSE CAPUZ;257233;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3618546876430818, 39.46043513616502], ""type"": ""Point""}";39.46043513616502, -0.3618546876430818
PINTOR GENARO LAHUERTA;257235;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3671465858139912, 39.48598685755055], ""type"": ""Point""}";39.48598685755055, -0.3671465858139912
ESCULTOR PIQUER;257238;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3773799985918704, 39.492011362224254], ""type"": ""Point""}";39.492011362224254, -0.3773799985918704
VISITACION;257240;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3769783353693743, 39.48478892375112], ""type"": ""Point""}";39.48478892375112, -0.3769783353693743
BELLUS;257242;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36820532555884905, 39.485090191005405], ""type"": ""Point""}";39.485090191005405, -0.36820532555884905
JACA;257249;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36899546305729236, 39.4843130602828], ""type"": ""Point""}";39.4843130602828, -0.36899546305729236
PADRE PALAU Y QUER;257250;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37685981651607015, 39.48435271878258], ""type"": ""Point""}";39.48435271878258, -0.37685981651607015
PADRE PALAU Y QUER;257251;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3768743918677179, 39.484281373951525], ""type"": ""Point""}";39.484281373951525, -0.3768743918677179
PINTOR VILAR;257258;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3700856909147085, 39.4820864029043], ""type"": ""Point""}";39.4820864029043, -0.3700856909147085
PINTOR VILAR;257259;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3691979052444374, 39.48171918077087], ""type"": ""Point""}";39.48171918077087, -0.3691979052444374
ORIHUELA;257263;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3757159952908812, 39.48455382328042], ""type"": ""Point""}";39.48455382328042, -0.3757159952908812
POETA MONMENEU;257266;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37517995914499486, 39.482726870492606], ""type"": ""Point""}";39.482726870492606, -0.37517995914499486
POBLA DE FARNALS;257274;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3488945451315694, 39.46875045350527], ""type"": ""Point""}";39.46875045350527, -0.3488945451315694
MURTA;257275;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3549321104348189, 39.485792345217796], ""type"": ""Point""}";39.485792345217796, -0.3549321104348189
JORGE COMIN (METGE PEDIATRE);257278;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40528427099629444, 39.47960034700981], ""type"": ""Point""}";39.47960034700981, -0.40528427099629444
RAFAEL ALBERTI (POETA);257280;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4041794975343947, 39.48116077608115], ""type"": ""Point""}";39.48116077608115, -0.4041794975343947
RAFAEL ALBERTI (POETA);257285;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4029991854047081, 39.481672644746475], ""type"": ""Point""}";39.481672644746475, -0.4029991854047081
HISTORIADOR DIAGO;257288;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.385888100910138, 39.46661929531036], ""type"": ""Point""}";39.46661929531036, -0.385888100910138
"DON VICENTE GALLART ""ARCIPRESTE""";257291;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3283615217401582, 39.46543153974547], ""type"": ""Point""}";39.46543153974547, -0.3283615217401582
ISABEL LA CATOLICA;257292;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37091793412197716, 39.469419968362956], ""type"": ""Point""}";39.469419968362956, -0.37091793412197716
ISABEL LA CATOLICA;257293;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37076027046728965, 39.46919358696847], ""type"": ""Point""}";39.46919358696847, -0.37076027046728965
ISABEL LA CATOLICA;257295;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3694103472140251, 39.46726041721137], ""type"": ""Point""}";39.46726041721137, -0.3694103472140251
PICO CAROCHE;257298;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36241906516320743, 39.43162489733473], ""type"": ""Point""}";39.43162489733473, -0.36241906516320743
BEATRIZ TORTOSA;257300;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3485019288791087, 39.473237181331505], ""type"": ""Point""}";39.473237181331505, -0.3485019288791087
CID;257302;13;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39654398675083524, 39.46797301654323], ""type"": ""Point""}";39.46797301654323, -0.39654398675083524
BLASCO IBAtEZ;257305;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36214117166549276, 39.478434962180785], ""type"": ""Point""}";39.478434962180785, -0.36214117166549276
GRABADOR JORDAN;257306;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.367159035103169, 39.44553241174034], ""type"": ""Point""}";39.44553241174034, -0.367159035103169
ROMA;257307;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3990903557792607, 39.47140842510853], ""type"": ""Point""}";39.47140842510853, -0.3990903557792607
SALVADOR SASTRE;257316;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3815304697921369, 39.46365980609347], ""type"": ""Point""}";39.46365980609347, -0.3815304697921369
BUEN ORDEN;257323;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38649421129095934, 39.466874769146266], ""type"": ""Point""}";39.466874769146266, -0.38649421129095934
RODRIGO DE PERTEGAS;257328;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3402692764566818, 39.46052588099604], ""type"": ""Point""}";39.46052588099604, -0.3402692764566818
CONSTITUCION;257331;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3765393514260718, 39.488424118054944], ""type"": ""Point""}";39.488424118054944, -0.3765393514260718
PERIS Y VALERO;257333;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.361492400838649, 39.462834023549654], ""type"": ""Point""}";39.462834023549654, -0.361492400838649
SANTOS JUSTO Y PASTOR;257335;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34193994085166274, 39.467996778238486], ""type"": ""Point""}";39.467996778238486, -0.34193994085166274
JOSE MARIA HARO (MAGISTRAT);257344;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3391648020204717, 39.46732249481387], ""type"": ""Point""}";39.46732249481387, -0.3391648020204717
ECUADOR;257345;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3877028758215576, 39.493113158690775], ""type"": ""Point""}";39.493113158690775, -0.3877028758215576
CANONIGO ALCOVER;257349;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33363257533274643, 39.38244199993149], ""type"": ""Point""}";39.38244199993149, -0.33363257533274643
SANTOS JUSTO Y PASTOR;257351;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3378451517799383, 39.466589751692226], ""type"": ""Point""}";39.466589751692226, -0.3378451517799383
SANTOS JUSTO Y PASTOR;257352;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33636497364212437, 39.46638558728034], ""type"": ""Point""}";39.46638558728034, -0.33636497364212437
